id,game_id,question_text,question_type,options,answer,created_at,source,points,image_path_1,image_path_2,image_path_3,image_path_4,approved
1ab6f328-b643-46e9-a377-27dcf1a15649,,Based on History of ZAOGA Forward In Faith: Leadership should not be given to a person according to?,structured,,"It does not matter how much money a person gives to the church, you are not allowed to be in leadership.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 9,4,,,,,1
1db0b8bb-d1bb-42ec-b94e-6383188efbd1,,Based on History of ZAOGA Forward In Faith: God or money? What did God tell Ezekiel when he had asked how he was going to get the money?,structured,,Go and teach the people MY WORD and teach them to GIVE and also to WORK TALENTS.,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 48,4,,,,,1
231d7b4f-aa1c-4fe2-9cac-732f881692bc,,Can you name titles of these books?,picture,,The intergrity of the word of God and Sunday Morning Bible Lectures ,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/23P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/52P (2)_cleanup.jpg,,,1
26cb90af-12dd-4c51-a8a1-348eaacc0273,,Based on History of ZAOGA Forward In Faith: There is an account of a woman who was divorced by her husband after she had repented. Can you give an account of what caused her to be divorced and what the servant of God said to her for her marriage to be restored?,structured,,"She gave her life to the Lord without consulting her husband. The husband was angry and gave her 10 cents as a sign of divorce. Baba prayed and a word of wisdom was given to her to clean the house like never before, put on a clean dress, put some flowers in the house, buy bread, and make lunch for the husband. When the husband came back, he forgot about the divorce.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 64,4,,,,,1
27876e88-bddf-4ac6-a473-7b67ad8cb398,,Based on History of ZAOGA Forward In Faith: In which early years did God reveal himself to Ezekiel?,multiple_choice,"{""A"":""1937 and 1941"",""B"":""1938 and 1941"",""C"":""1937 and 1940"",""D"":""1940 and 1941""}",B,2024-10-19 13:39:30+00,History of ZAOGA Forward In Faith - Page 23,2,,,,,1
2858caf3-23c3-4978-9138-d3c7174f9bb1,,Based on History of ZAOGA Forward In Faith: What significant event that happened in 1946 is recorded in the book?,multiple_choice,"{""A"":""God showed Ezekiel many stars"",""B"":""God showed Ezekiel how talents work"",""C"":""Ezekiel Guti went to America"",""D"":""Ezekiel Guti was baptised""}",A,2024-10-19 13:39:30+00,History of ZAOGA Forward In Faith - Page 23,2,,,,,1
28e6b8bd-43a3-4a87-bee3-0a12eca71084,,Based on History of ZAOGA Forward In Faith: What day did Ezekiel Guti start to preach?,multiple_choice,"{""A"":""5 May 1960"",""B"":""12 May 1960"",""C"":""5 May 1959"",""D"":""12 May 1957""}",B,2024-10-19 15:05:41+00,History of ZAOGA Forward In Faith - Page 31,2,,,,,1
2ac9edfc-ccc6-46c5-89b7-fa4e3fdf7e45,,"Based on History of ZAOGA Forward In Faith: Before the Highfield Revival Center opening, when were the house meetings held?",multiple_choice,"{""A"":""Cottage 593 and 240"",""B"":""Cottage 593"",""C"":""Cottage 533 and Cottage 593"",""D"":""Under gumtree""}",A,2024-10-19 15:09:59+00,History of ZAOGA Forward In Faith - Page 36,2,,,,,1
2f79497f-fcf0-4135-a9ca-c8877fb53e2e,,Based on History of ZAOGA Forward In Faith: When was Baba Guti born?,multiple_choice,"{""A"":""5 May 1923"",""B"":""12 May 1923"",""C"":""15 May 1923"",""D"":""10 May 1923""}",A,2024-10-19 13:37:30+00,History of ZAOGA Forward In Faith - Page 21,2,,,,,1
30628ec8-d493-4141-948d-5d25c1036248,,"Based on African Apostle: After Ezekiel lost his carpentry business, where and what position did he get?",multiple_choice,"{""A"":""Worked at the municipality as an assistant clerk and then foreman after some years"",""B"":""Worked full-time doing the work of God"",""C"":""Worked in the municipality briefly as ditch digger and the foreman"",""D"":""Left for Bindura to build the cathedral there""}",C,2024-10-19 13:39:30+00,African Apostle - Page 42-43,2,,,,,1
341983c6-0b99-4813-8a69-244a8825ac83,,Based on African Apostle:After Ezekiel lost his carpentry business where and what position did he get?,multiple_choice,"{""A"":""Worked at the municipality as an assistant clerk and then foreman after some years"",""B"":""Worked full-time doing the work of God"",""C"":""Worked in the municipality briefly as ditch digger and the foreman"",""D"":""Left for Bindura to build the cathedral there""}",C,2024-10-13 02:26:58+00,African Apostle - Page 42-43,2,,,,,1
349a13b9-5632-426a-8fe2-95a13803dcfb,,Can you name these books?,picture,,Wise Man & Human Beings Can Not Change Without Pressure,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/67P_cleanup.jpeg,https://fifmeadmin.online/quiz_image_uploads/21P_cleanup.jpg,,,1
360f6e30-59c8-479d-83b8-790e9dba13f7,,Which bible experience or act did baba do and which location was he given after the experience/act,multiple_choice,"{""A"":""A seeing for the stars in the sky and was given Bindura"",""B"":""A seeing for the stars sky and was given Highfield"",""C"":""A Jericho march and was given Highfield"",""D"":""A Jericho march and was given Bindura""}",C,2024-10-24 09:26:13+00,"New African Apostle, page 26",2,,,,,1
3a1df0a5-7b2b-4669-bb88-0cebbb7b7f35,,"Based on FIF Guidance, Rules & Policy: According to Article 3 on Membership a transfer letter must be?",multiple_choice,"{""A"":""Asked for by a church Elder, signed by the Secretary and act as a letter of approval"",""B"":""Asked for by the member, signed by the pastor or elder and Church secretary and act as a letter of recommendation"",""C"":""Asked for by a member transferring, Signed by the member and act as a letter of recommendation"",""D"":""Asked for by the member, signed by the pastor or elder and Church secretary and act as a letter of approval""}",B,2024-10-19 13:37:30+00,"FIF Guidance, Rules & Policy - Page 5 Article 3.6",2,,,,,1
3b0a754e-6fd0-41d2-a9e2-d7a11d396e0d,,What is the common thing between the starting of the church and its registration by the government of Zimbabwe?,structured,,"The ZAOGA Forward In Faith church started under a gum tree in Bindura and was registered by the government after a conference was held under gum trees in Highfield, Harare",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 133,4,,,,,1
3c192943-207c-4ad8-b788-4066881db3cc,,Can you name these books?,picture,,Understanding Your Angel & Precious Things,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/63P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/39P_cleanup.jpeg,,,1
3d8e5868-1a91-48b7-bce0-474553342513,,Based on History of ZAOGA Forward In Faith:No-one should be put into leadership without?,multiple_choice,"{""A"":""The baptism of the Holy Spirit and speaking in other tongues"",""B"":""The speaking in tongues and gift of the Holy Spirit"",""C"":""Without being born again, speaking in tongues and working talents"",""D"":""Marriage, speaking in tongues water and spirit baptism""}",A,2024-10-13 02:26:58+00,History of ZAOGA Forward In Faith - Page 9,2,,,,,1
433a35be-bc27-4251-bd2a-2c437963951a,,"As we celebrate the life of our father select the correct combination regarding his year of birth, place of birth, year take to glory and resting place",multiple_choice,"{""A"":""1922 (Chipinge), 2022 (National Heroes Acre)"",""B"":""1923 (Chipinge), 2023 (Bindura)"",""C"":""1922 (Chipinge), 2022 (Bindura)"",""D"":""1923 (Chipinge), 2023 (National Heroes Acre)""}",B,2024-10-24 06:02:15+00,New Africa Apostle page 16 and current news,2,,,,,1
494f639b-1748-4eaf-94f9-41d087db8061,,"Based on FIF Guidance, Rules & Policy: According to Article 3 (Membership), what are the conditions a member must meet in order to legally vote on church matters?",structured,,"Legal voting shall consist of persons of good standing, above 18 years of age, who have been members of regular attendance for 6 months and are faithful in giving tithes.",2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 4",4,,,,,1
4b690574-617f-4bbf-a615-4ed718d2c7c8,,Based on African Apostle:What did the gentle voice say after Ezekiel had seen stars falling from the sky?,multiple_choice,"{""A"":""As many as these stars are the people you will lead to heaven"",""B"":""You will have many children in the ministry as these stars"",""C"":""This is not your place. I have chosen you for other activities"",""D"":""I called you to this great light""}",C,2024-10-13 02:26:58+00,African Apostle - Page 31,2,,,,,1
4ca860fd-1533-4350-a618-f3d9b5c56215,,Based on History of ZAOGA Forward In Faith: In which year was EGEA launched?,multiple_choice,"{""A"":""1956"",""B"":""1957"",""C"":""1959"",""D"":""1960""}",B,2024-10-19 13:37:30+00,History of ZAOGA Forward In Faith - Page 16,2,,,,,1
4fffc8ee-b438-413c-97f7-648029e2fb8b,,What events led to believers not being able to gather at a farm along Old Kadoma Road?,structured,,"We were forbidden to use the farm after we had over 15,000 people for the youth conference and the whole farm was ruined by buses and people. The owner got mad at us and told us he was not going to allow us to use his farm anymore",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 49,4,,,,,1
504a02e3-ba32-44bc-bce9-08585273306a,,Can you name these books?,picture,,Talents (Matarenda) and I Press Towards the Goal for the Prize,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/52P_cleanup_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/22P_cleanup.jpg,,,1
505c5d37-5975-48a7-b7b6-66dc31011105,,"Based on FIF Guidance, Rules & Policy: According to Article 13.2, what is the purpose of the Workers Fellowship?",structured,,"The purpose of the fellowship shall be to exhort, encourage, and edify the workers to work meaningfully for the Lord. It shall also deal with the general needs of the Province, District, or Region.",2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 12, Article 13.2",4,,,,,1
54691521-7b26-4193-bdec-ddfa4546d44c,,Based on History of ZAOGA Forward In Faith: What helped Ezekiel to overcome the devil when he whispered to him that he was wasting his time?,multiple_choice,"{""A"":""He went back to his diary where he had written what God had told him"",""B"":""He went back to intense prayer and fasting"",""C"":""He was encouraged by mai Guti"",""D"":""He remembered he was told to 'Fear not and Sin Not'""}",A,2024-10-19 15:09:59+00,History of ZAOGA Forward In Faith - Page 34,2,,,,,1
558bf551-e649-4981-ba17-2c8f21accab2,,Based on African Apostle: How did Ezekiel Guti take the gospel to Chipinge during the early years?,multiple_choice,"{""A"":""Because the people could not read he used a viewmaster"",""B"":""Because the people could not understand the language he used an interpreter"",""C"":""Because they could not read he resorted to preaching in their language"",""D"":""Because there was no venue to meet he built a makeshift building""}",A,2024-10-19 15:05:41+00,African Apostle - Page 66,2,,,,,1
55e5d416-ade2-4e2e-9ad4-ec31bd0267a7,,Based on History of ZAOGA Forward In Faith: Baba Guti says: My Leadership is not based on i__________ c__________ but on _____  ______  _____________?,structured,,My Leadership is not based on intellectual capabilities but on the true word of God.,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 17,4,,,,,1
574bdc20-37ea-4373-9e09-2a38bda7c014,,"Based on History of ZAOGA Forward In Faith: Give an account of a significant miracle that happened at the Highfield Revival Centre, which was reported in the national newspaper causing executive people to come to Christ?",structured,,"A girl who was seriously ill was brought by her relatives by bus on a Big Sunday to be prayed for. She died on the way, and the relatives proceeded to church, wrapping her in a blanket. Five pastors surrounded her and prayed for her for 1 hour, and she came back to life.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 67,4,,,,,1
5c051cfc-8e11-4717-9d2b-ad8ffeae6d13,,Based on History of ZAOGA Forward In Faith: Who launched EGEA?,multiple_choice,"{""A"":""Baba Guti"",""B"":""Amai Guti"",""C"":""Church Elders"",""D"":""Prayer Band""}",D,2024-10-19 13:37:30+00,History of ZAOGA Forward In Faith - Page 16,2,,,,,1
5d279fb8-5609-404d-bf93-d9ce499e60f8,,Based on History of ZAOGA Forward In Faith: Where is the first church building located?,multiple_choice,"{""A"":""Highfield"",""B"":""Bindura"",""C"":""Vumba"",""D"":""Gweru""}",B,2024-10-19 15:05:41+00,History of ZAOGA Forward In Faith - Page 32,2,,,,,1
61d2e3c2-d36f-4f39-a5b8-b7d23816885a,,Based on History of ZAOGA Forward In Faith: In which year and in which City was Dr Ezekiel Guti given Freedom of the City?,multiple_choice,"{""A"":""1992 City of Texas"",""B"":""1990 City of God"",""C"":""1992 and City of South Caroline"",""D"":""1990 City of Denver""}",C,2024-10-19 15:20:05+00,History of ZAOGA Forward In Faith - Page 113,2,,,,,1
62328dc6-19e3-4a99-9758-87a448d15dbe,,Name these building and their locations?,picture,,Church Head Quarters (Waterfalls/Harare) & Cathedral (Bindura),2026-04-25 17:44:46.373466+00,General knowledge,3,https://fifmeadmin.online/quiz_image_uploads/HQblank.png,https://fifmeadmin.online/quiz_image_uploads/cathedralbank.png,,,1
628a1504-2d41-44a9-8c77-5f7973d4954d,,Based on History of ZAOGA Forward In Faith:In which year was the first publication of the book?,multiple_choice,"{""A"":""1972"",""B"":""1986"",""C"":""1965"",""D"":""1984""}",D,2024-10-13 02:26:58+00,0,2,,,,,1
64c7b1e7-da1c-47e7-9916-1eed4f54d221,,Based on History of ZAOGA Forward In Faith: Who baptised Ezekiel Guti?,multiple_choice,"{""A"":""Peter Gwarimbo"",""B"":""Enock Gwarimbo"",""C"":""Peter Gwanzura"",""D"":""Enock Gwanzura""}",D,2024-10-19 13:39:30+00,History of ZAOGA Forward In Faith - Page 23,2,,,,,1
64f8fe4c-511c-4662-839c-cdd6e8ffe781,,"Based on FIF Guidance, Rules & Policy: According to the Literature reference, give the reference clause and the name by which the ministry shall/is called?",structured,,Forward In Faith (FIF).,2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 4 Article 1",4,,,,,1
659ef15c-2fdd-4261-9b97-b28db9cbc34b,,What was the excuse given by the first person who was taught to teach others to work talents?,structured,,'Oh are they going to obey me? I am not a pastor's wife neither can they listen to me',2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 49,4,,,,,1
67c20ee1-3fc9-4da3-9b79-66e5cdfb6682,,Based on History of ZAOGA Forward In Faith: What does the acronym EGEA mean?,structured,,Ezekiel Guti Evangelistic Association.,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 16,4,,,,,1
69cb7882-dcb7-418a-b6c8-4bf23e81b49d,,"Based on FIF Guidance, Rules & Policy: Which one is true/most appropriate regarding a District Coordinating Elder according to Article 12.3?",multiple_choice,"{""A"":""He/She can serve for more than a year if consecutively voted for but not be a member of finance"",""B"":""He/She must have served as an elder for at least for 2 years, serve under a pastor and not part of any finance Committee"",""C"":""He/She serves for one year and works under the pastor and cannot be in finance"",""D"":""He/She must not serve in finance, serve under a Pastor and Chair Elders meetings""}",C,2024-10-19 15:20:05+00,"FIF Guidance, Rules & Policy - Page 11 Article 12.3",2,,,,,1
6b84b220-37b9-499a-afa8-f1cab1746470,,What did Baba Guti say and do when the first person who was instructed to teach talents gave excuses?,structured,,"They will listen because God has spoken. I laid hands upon her in the name of Jesus and said 'Go and tell all women, they will obey you'",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 49,4,,,,,1
6dfc2195-c328-4a80-bc9f-f4d18e4598f8,,Based on History of ZAOGA Forward In Faith: How did the church in Bulawayo start?,multiple_choice,"{""A"":""Baba Guti went without knowing anyone and ministered staying in hostels"",""B"":""A church which was there called and reached out for Baba to visit them and be their leader"",""C"":""Through prayer and was initially financed by Eunor Sithole"",""D"":""Through prayer, God miraculously raised strangers to support its establishment""}",C,2024-10-19 15:09:59+00,History of ZAOGA Forward In Faith - Page 45,2,,,,,1
6fcfdc5c-0fac-421d-b8cb-10796b7cd707,,What are the titles of these books?,picture,,Do you want to know why people come to church and A Wise Man,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/10P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/67P_cleanup.jpeg,,,1
737016f0-e9fb-445a-ae05-8a6f2895a262,,"Before Baba was promoted to glory he spoke of ""3 Boys/ 3 Apostles"" can you name them and their spouses",structured,,Apostle Dr. Joseph Joe & Pastor Nyasha M. Guti || Apostle Mishael & Pastor Leticia Nyambo || Apostle Dr. Steve & Dr Laverne Simukai,2026-04-25 18:40:37.554245+00,General knowledge,4,,,,,1
73f99bef-545c-4281-a249-e98539ceafe7,,"Name any 3 significant historic moments that happened in the life of the Servant and Apostle of God, Ezekiel, between the ages of 59 and 68?",structured,,"1982: Birth of Ezekiel Junior; 1983: Ezekiel ordained as Archbishop; 1985: Opening of the church at Shinje, FIF Launched in South Africa, Church opens at Nyamapanda; 1987: Shaking of ZAOGA FIF - Marondera church taken; 1991: Man of Integrity launched, Missionary work to other countries: UK, Austria, Germany, RSA.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 59-68,4,,,,,1
740166ae-38b1-4b47-8ef5-1b9f67f41700,,Based on History of ZAOGA Forward In Faith:This book is dedicated to which group of people?,multiple_choice,"{""A"":""Leaders and Saints of ZAOGA Forward in Faith"",""B"":""Pastors and Elders of ZAOGA Forward in Faith"",""C"":""Anyone"",""D"":""Both believers & non believers""}",A,2024-10-13 02:26:58+00,History of ZAOGA Forward In Faith - Page 7,2,,,,,1
76590f8d-2569-4ab7-a472-fef34c24d048,,Based on History of ZAOGA Forward In Faith: The church is known by which names?,multiple_choice,"{""A"":""ZAOGA, ADA and FIF"",""B"":""ZAOGA, AAD, FIF"",""C"":""ZAOGA and FIF"",""D"":""FIF""}",A,2024-10-19 13:37:30+00,History of ZAOGA Forward In Faith - Page 16,2,,,,,1
79752b02-c7ab-406d-a09b-fe3b49ba9d2f,,Based on African Apostle: What did the gentle voice say after Ezekiel had seen stars falling from the sky?,multiple_choice,"{""A"":""As many as these stars are the people you will lead to heaven"",""B"":""You will have many children in the ministry as these stars"",""C"":""This is not your place. I have chosen you for other activities"",""D"":""I called you to this great light""}",C,2024-10-19 13:37:30+00,African Apostle - Page 31,2,,,,,1
7b65e99b-1c47-4b19-a3c9-77004ad984ad,,Based on Various: Name any 2 significant historic moments that happened in the church or the life of Ezekiel when he was between the ages of 38 and 44 years (inclusive).,structured,,"1961 at 38: Church is launched in Blantyre, Malawi. 1963 at 40: Preaching in Marondera and drunkards vomiting on him. 1965 at 42: Chiriga church begins; the fire of God would be seen. 1967 at 44: Formation of the first ZAOGA FIF Executive in Harare.",2026-04-25 18:40:37.554245+00,Various Sources,4,,,,,1
7f36abd3-c974-4fee-b2c2-e5a2ddc63ce9,,"Name the parents of the servant and Apostle of God, Professor Guti?",structured,,Dorcus and Ngwanzeni,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 112,4,,,,,1
81f9f680-abcc-4162-adf6-aad4cf67e054,,Based on EGEA ME: Bonus:Congratulations! EGEA ME is extending you an offer to buy any books at a discount. Would you like to take the offer?,multiple_choice,"{""A"":""Yes* (terms and conditions apply)"",""B"":"""",""C"":"""",""D"":""""}",A,2024-10-13 02:26:58+00,0,2,,,,,1
829a281a-733b-4e1a-a4f2-c5f350ba4940,,"Based on History of ZAOGA Forward In Faith: Among many achievements Mai Guti has achieved, which one is recorded in the book as the first woman to hold in Zimbabwe?",structured,,"It was recorded in the History of our country and also reported in the main National Newspaper when Mrs Eunor Guti, who is now Dr. Eunor Guti, became the first woman Marriage Officer in Zimbabwe",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 99,4,,,,,1
82d6760a-7e19-4090-bc99-eb72ef601a47,,Based on History of ZAOGA Forward In Faith: On whose doctrine is ZAOGA Forward in Faith based?,multiple_choice,"{""A"":""Baba Guti"",""B"":""Jesus Christ"",""C"":""the prophets"",""D"":""ZAOGA Guidance, rules and policies""}",B,2024-10-19 13:37:30+00,History of ZAOGA Forward In Faith - Page 15,2,,,,,1
85b04f22-225a-408a-9f61-30b84a3aed99,,"According to Article 41, name any five fundamental truths from the Forward In Faith statement of faith?",structured,,"1. The Scriptures inspired, 2. The one True God, 3. The Deity of the Lord Jesus, 4. The fall of man, 5. The Salvation of man, 6. The Ordinances of the Church, 7. The Baptism in the Holy Ghost, 8. The Evidence of the Baptism in the Holy Ghost, 9. The Church, 10. Sanctification, 11. The Ministry, 12. Divine Healing",2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 41",4,,,,,1
8836561c-ba95-482d-8480-07b7bb8967f8,,"According to the New African Apostle, in 1956 Ezekiel Guti was given a instruction to",multiple_choice,"{""A"":""To move to Bindura to start the church"",""B"":""To pray for Africa according to what was to happen in years to come"",""C"":""To read the whole bible verse by verse in a period given"",""D"":""To learn the tongue of the learned (English as he would years later preach in it)""}",C,2024-10-24 06:11:53+00,"The New African Appostle, page 20",2,,,,,1
8ad4d191-7575-46ef-9567-f93668415fda,,Based on History of ZAOGA Forward In Faith: People who are not saved and who have not refrained from world life must not be in leadership to avoid?,structured,,You are not allowed to be in leadership to avoid discouraging others from loving God and pursuing holiness.,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 10,4,,,,,1
8c40c6c1-4f31-4c18-9285-fa9a70390d9f,,Based on History of ZAOGA Forward In Faith: In which year did the servant and apostle of God visit all provinces in Zimbabwe?,multiple_choice,"{""A"":""1989"",""B"":""1991"",""C"":""1995"",""D"":""1987""}",B,2024-10-19 15:05:41+00,History of ZAOGA Forward In Faith - Page 1991,2,,,,,1
8ea5c5cf-a01a-42b6-8272-14f4557fb6cf,,Can you name these books?,picture,,Two Ways of Knowing God & Restoring the Purpose of True Costs of Leadership,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/62P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/44P_cleanup.jpg,,,1
8f6decbf-050c-464c-9272-6469b96bcb2b,,Based on African Apostle: Who helped with the substantial roofing of the Highfield Revival Center after progress had stalled?,multiple_choice,"{""A"":""A certain American Evangelist"",""B"":""The local believers"",""C"":""A certain Englishman Director"",""D"":""A certain municipality manager""}",C,2024-10-19 15:20:05+00,African Apostle - Page 85,2,,,,,1
8f764951-a3d3-4b5e-b11b-725bf7714ae1,,Based on History of ZAOGA Forward In Faith: What message did Mbuya Dorcas share in the hut before Ezekiel Guti received the call of God?,multiple_choice,"{""A"":""the work of the Holy Spirit"",""B"":""the resurrection of Jesus Christ"",""C"":""the last punishment of sinners"",""D"":""the last supper""}",C,2024-10-19 13:37:30+00,History of ZAOGA Forward In Faith - Page 21,2,,,,,1
93f7f4dc-096c-409b-b671-e101493ce7e9,,Name a miracle that happened in 1990 that was significant also in the history of Zimbabwe?,structured,,"In 1990, a great miracle happened when the Servant and Apostle of God, Ezekiel Guti, was in the midst of presidents from 30 different countries as an invited church leader to officially dedicate the opening of the 10th anniversary of Zimbabwean Independence.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 112,4,,,,,1
947c8b54-308c-4e1f-95a7-b1c3781ec9e2,,"Based on FIF Guidance, Rules & Policy: According to Article 31, what is the guidance/policy on teaching different doctrine? Any leader who teaches a doctrine different from that of Forward in Faith?",multiple_choice,"{""A"":""Shall be required to resign"",""B"":""Shall be asked to go to AMFCC"",""C"":""Shall be excommunicated/fired"",""D"":""Shall be asked not to minister and sit in the pews with the congregation""}",A,2024-10-19 15:05:41+00,"FIF Guidance, Rules & Policy - Page 27 Article 31",2,,,,,1
9731c64f-c289-4d0a-a39a-94ee6bb26ea2,,"Based on FIF Guidance, Rules & Policy: What practice causes a person not to be a member of Forward In Faith?",structured,,No person who practices homosexuality shall be a member of Forward In Faith.,2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 4 Article 3.2.2",4,,,,,1
97f55288-1630-4e92-95a8-7886004553d2,,"Based on FIF Guidance, Rules & Policy: According to Article 12.7, when shall an Elder be asked to resign?",multiple_choice,"{""A"":""Contradicts the doctrine of FIF"",""B"":""Stops giving tithes and fails to attend church for an extended period"",""C"":""Moves to another location without a transfer letter duly signed by the previous assembly"",""D"":""Contradicts the teaching of FIF or Fails to attend two consecutive Deeper Life Conferences""}",D,2024-10-19 15:09:59+00,"FIF Guidance, Rules & Policy - Page 11 Article 12.7",2,,,,,1
9a25933e-9342-4b1a-9757-b9177620dbe2,,hh _________ hbh,structured,{},"mm,n,m",2026-04-27 00:37:41.063005+00,"m/,,",2,,,,,0
9ae10e05-9e65-4d1e-916f-da8eaf2d9644,,Can you name titles of these books?,picture,,Do you know what People expect when they come to Church  and Small Groups Home Bible Study ,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/10P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/50P (2)_cleanup.jpg,,,1
